"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7655","test_login[DarshanRaj-dharshan123]","","2026-06-09","passed","2026-06-09","TestLogin","test_datadriven_excel","",""
"","8383","test_login[vetri123456-vetri1234]","","2026-06-09","passed","2026-06-09","TestLogin","test_datadriven_excel","",""
